time,date,itemid,price,discount,price_before_discount,stock,sold,item_status,cmt_count,liked_count,source,url
1685983430,2023-06-05 23:43:50,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,
1685983493,2023-06-05 16:44:53,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,
1685983820,2023-06-05 16:50:20,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,https://tiki.vn/xe-may-honda-air-blade-160-phien-ban-dac-biet-2023-p183035665.html?spid=183035666
1685984558,2023-06-05 17:02:38,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,https://tiki.vn/xe-may-honda-air-blade-160-phien-ban-dac-biet-2023-p183035665.html?spid=183035666
1685986277,2023-06-05 17:31:17,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,https://tiki.vn/xe-may-honda-air-blade-160-phien-ban-dac-biet-2023-p183035665.html?spid=183035666
1685988394,2023-06-05 18:06:34,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,https://tiki.vn/xe-may-honda-air-blade-160-phien-ban-dac-biet-2023-p183035665.html?spid=183035666
1685989878,2023-06-05 18:31:18,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,https://tiki.vn/xe-may-honda-air-blade-160-phien-ban-dac-biet-2023-p183035665.html?spid=183035666
1685991783,2023-06-05 19:03:03,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,https://tiki.vn/xe-may-honda-air-blade-160-phien-ban-dac-biet-2023-p183035665.html?spid=183035666
1685993476,2023-06-05 19:31:16,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,https://tiki.vn/xe-may-honda-air-blade-160-phien-ban-dac-biet-2023-p183035665.html?spid=183035666
1685995390,2023-06-05 20:03:10,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,https://tiki.vn/xe-may-honda-air-blade-160-phien-ban-dac-biet-2023-p183035665.html?spid=183035666
1685997087,2023-06-05 20:31:27,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,https://tiki.vn/xe-may-honda-air-blade-160-phien-ban-dac-biet-2023-p183035665.html?spid=183035666
1685998965,2023-06-05 21:02:45,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,https://tiki.vn/xe-may-honda-air-blade-160-phien-ban-dac-biet-2023-p183035665.html?spid=183035666
1686000671,2023-06-05 21:31:11,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,https://tiki.vn/xe-may-honda-air-blade-160-phien-ban-dac-biet-2023-p183035665.html?spid=183035666
1686002590,2023-06-05 22:03:10,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,https://tiki.vn/xe-may-honda-air-blade-160-phien-ban-dac-biet-2023-p183035665.html?spid=183035666
1686004285,2023-06-05 22:31:25,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,https://tiki.vn/xe-may-honda-air-blade-160-phien-ban-dac-biet-2023-p183035665.html?spid=183035666
1686006193,2023-06-05 23:03:13,183035665,57990000,,57990000,1000.0,17.0,available,11,0,tiki,https://tiki.vn/xe-may-honda-air-blade-160-phien-ban-dac-biet-2023-p183035665.html?spid=183035666
